feature1,feature2,class
-6.232842712865278,-9.062908898891523,2
-12.568672578545943,-4.9495511841904545,1
-5.011261906124368,6.7315244451824565,0
-5.461426687102809,-4.416673140009307,0
-6.69896992470123,-5.7536085289163585,3
-7.284962420441768,-6.832027861421867,2
-4.4797340533852115,-2.2782408880939906,3
-12.893916105061646,-6.08642819833039,1
-8.96474647160418,5.395061211277984,1
-3.0207425423372056,0.3851466147438991,3
-10.45951120225245,-2.203618661031781,1
-7.223794127237684,-6.458298661345999,3
-12.34023884834738,-5.636143521906969,1
-7.741428665156502,-8.045604415836937,2
-4.286246206795072,-1.3875766435398122,3
-4.891676810433858,-3.357868385687243,3
-6.295741714649996,-2.211102438588966,3
0.33220270658332507,5.296942861535964,0
-8.5603154935876,-1.9078355417163166,1
-3.000332324310853,4.687788706223672,0
-6.421380590580602,-3.9058073479598256,0
-6.894180536626157,-7.537021528637788,2
-14.505336702062499,-2.4518546257043212,1
-5.546937691950628,-3.9735330124509627,3
-11.389916629631832,-2.3332203649451335,1
-10.56815995381868,-3.3802163291821357,1
-9.977879422886362,-3.740723283032052,1
-0.9173129490049677,3.8746835520023963,1
-9.939313028958148,-2.512962613754464,3
-1.0348683014604747,3.0332802012953906,1
-6.00189122489865,-7.92539412536433,2
-10.283242826555721,-2.567003084057334,3
-5.512622638861769,-8.680025301023578,2
-8.974467629582758,-3.9109164308974957,1
-1.608903409889808,5.105868125302148,0
-3.002498384220193,6.753784553287532,0
-9.456171684404897,-5.9742205304050895,1
-6.884862649184374,-7.596986918546047,0
-4.970864334721503,1.1971857920384323,0
-5.22103859003242,-8.153678115134072,2
-5.9560248894294405,-3.4013447297775006,3
-8.255997390943978,-4.694992764581099,1
-7.366891232815448,-7.693969896154808,2
-7.232104350198844,-9.027473091933686,2
-7.654232349006721,-7.99198036537634,2
-5.401305066562156,-7.4954726029982135,2
-5.002402761458414,-5.142186650688435,3
-9.252413262646291,-2.806002502413569,2
-4.969160076584172,-9.083312449112167,2
-10.993918778031238,-5.01004166717621,2
-6.023879760555957,-1.2227662659393381,3
-2.4841671460920387,3.3922430990446983,0
-1.1753699357995595,5.118784096727642,0
24.62827670419638,-12.12243290748297,1
-6.990099373951777,-2.0548377375296,3
-1.823293598623759,4.26362484351339,0
-9.2561298629487,-4.174360138147699,1
-7.428312091283194,-4.838774811610829,3
-10.335796026531836,-1.4857219195252527,1
-1.368356576650366,4.648686083491967,0
-5.681585791267728,-4.881817977468666,3
7.2483410653254765,-9.155195506475145,1
-7.580272953494298,-3.787655218388895,1
-9.482281135626744,-4.68174662520326,1
-1.065306317174967,4.19684607715216,0
7.218573081207879,12.244786085953415,2
21.74182252480471,26.971237419458525,3
-7.612223249836161,-9.329096406618206,2
-8.263811206921929,-5.711177454102551,1
-11.019459291490094,-2.7522908389468435,1
-9.836854667787554,-2.510882712723558,1
7.08769442747375,-8.51023691802957,3
-0.8434760980947941,4.022727950164756,0
-2.1406137360952315,5.39529661098365,0
-5.547111039281978,-0.33632432431043124,3
-0.5776510412371649,5.009483075525403,0
-10.505140857322031,-3.84959125953406,1
-4.53568309577924,-1.3890606617976848,2
-6.849991458756387,-0.8739963904105679,0
-6.524620893212324,-7.400303605320312,2
-6.63962640290498,-0.7750306117124328,0
-6.040943560669259,-8.320882181153332,3
-7.66965092262852,-8.131681034643053,2
-1.792096337649299,3.6656553923883286,0
-7.426053568404145,-7.184281004217721,2
-1.4675154226111229,5.457892574182631,0
-3.0986815447507428,5.442504249895987,0
-8.031660060743292,-3.274174891711679,3
-10.984673130338203,-3.0872949968279735,1
-8.244641647097408,-3.2423811856543807,1
-8.845241475417463,-7.475959918459292,1
-5.067971756073122,-2.66450479993589,3
-6.800636093252985,-2.866142713979178,3
-8.778464450994413,-2.654623490453788,3
-5.174320693370882,-6.705298626981364,2
0.9692797688151606,2.1308567613738507,0
-5.356544868438954,-7.068429095819813,2
-9.379624167285863,-7.292389908546712,1
-7.624268011848852,-6.491238492245678,2
-6.317983990519212,-1.8443386810103553,3
-9.02982169526775,-3.4029048597784888,2
-6.077197693427534,-2.154976444219565,0
-5.5946951645298615,-9.417483393064423,2
-12.104823271932524,-3.095601030380226,1
-7.250199986938828,-5.357470636782766,2
-8.01384212818794,-6.684761450271914,2
-10.236510324217571,-1.7135828971806544,1
-8.143302015640113,-7.769639774290533,2
-6.719188383251558,-6.355498284331604,2
-11.050450326354927,-4.994693214810715,1
-1.8766642684423,3.6817851154912526,0
-8.163832402540153,-8.641930556248004,2
-4.174933106669705,0.1389855258906163,3
-6.160800440363589,-2.9918842727914208,3
-2.280073255452793,3.210057675662846,0
-0.475957680563029,4.6627305504456915,0
-9.802922734656473,-3.755210823157246,3
-4.918708676643053,-3.122975472076825,2
-3.1437839577981963,5.457496582022321,0
-0.6441671288464794,3.375070739844778,0
-5.678072854071409,-2.8039862199315286,2
-8.001891225332853,-6.445479983758812,2
-3.3924964724640265,3.80113083330742,2
-4.155332354884511,1.8058247618924037,0
-3.305702349624931,0.14031992883389854,3
-9.924812268693694,-3.6999988413539446,1
-3.3073006902446265,4.7846811392939115,0
-10.844721112535842,-2.5221252660575724,1
-5.566748415453586,-3.904045998735726,3
-8.933212053095776,-8.888158658565258,1
-6.593151089832959,-10.341931927774278,2
-1.979022113152866,4.445627324875192,1
-7.796051351673477,-3.2760891207700285,3
-7.158229296280671,-5.931826944695011,2
-8.530894284050232,-4.357320211186237,3
-3.135629668748874,5.06713486401462,3
-5.978741077510479,0.45545032893851456,0
-6.910939532686644,-3.5774734879533616,3
-7.270808955127791,-4.312209278425904,3
-6.360683968806665,-2.963846997323056,1
-6.163277501465157,-7.984753580887225,2
-2.3236957298707246,1.933988602386988,3
-1.5153691629705646,5.147133600492064,0
-1.5985906002172847,3.6420950929599374,0
-10.231781312704182,-2.986876438284587,1
-3.0305817435750875,3.9872786019477084,0
0.626030544060658,5.7397579071157665,0
-5.901532862498685,-4.101941349590678,0
-3.07834165776008,3.6075844470042098,0
-5.497434905495201,-8.878751667621296,2
-5.782116237016224,-8.104782387396638,2
-4.7253690890255315,-3.2285184370650417,3
-5.185145189203563,-3.192403390097385,0
-9.658501648954998,-4.944665465579989,1
-6.513520712787257,-2.726433404651671,3
-6.978179904670677,-6.941483302686975,2
-4.728878191190181,-0.4661057643098152,0
-10.536198142859048,-4.76028619390712,1
-0.984246590005688,4.69537437952844,0
-7.448123374286142,-2.8824369005379356,3
0.09496961850544938,1.9343210174459768,0
-8.001745727688874,-3.606910947905145,1
-8.051656895411826,-4.3302782681995415,3
-10.447478128416284,-4.853312088094004,1
-1.9263536770809506,4.165580186127165,0
-7.331022649896478,-3.1115860849958246,3
-6.116098437742841,-3.7646693840799923,3
-7.500016688750449,-9.93541584621459,2
-1.0242015167252685,4.5717313208400245,0
-6.128849621251383,-8.908558029488582,2
-7.386927748602431,-8.311238856168467,2
-8.005967621664885,-5.534552747142127,2
-7.2532745906497205,-9.755471372242274,2
-5.90503508338287,-7.297569244260122,2
-4.90940934943565,-2.2920341952284984,2
-9.62538575831258,-6.466445926830579,1
-8.035498819424292,-7.484300761194405,2
-5.630074335283937,0.011709045314684197,0
-5.671154205648467,-8.18626336814562,2
-2.980302918604025,5.780158320650698,0
-1.1513666810715841,4.499297950861433,0
-6.61905850105594,-0.9634091656037325,1
-2.1961141836917175,5.87589911460976,0
-4.427747360860507,-4.467230534703379,3
-7.913529421956303,-3.8618603428064295,1
-8.499915996047116,-5.146051762241638,2
-6.847635690428294,-6.8246175634851705,2
-2.257416182305813,4.033307894879741,0
-7.2381532241394915,-6.75424170105893,1
-0.22085845006671123,4.6286775698238944,0
-4.813266691484966,-5.417602616376916,3
-5.098447965101705,-2.971764453957486,2
-8.848128628520723,-3.5322603695439647,3
-11.19413625828872,-4.081501331498274,1
-8.508069459215985,-5.826680683558587,2
-10.957169492483214,-4.303262061964204,1
-7.8854134319141895,-4.026131537492977,1
-3.1866304122437126,4.78274713339928,0
-1.661829685354124,2.7305453593286435,0
-7.775835725841662,-10.919117629948211,2
-9.977114832004196,-4.468319281245317,1
-5.368325337417556,-2.247606913311152,3
-2.0317000341701914,1.484684551914595,0
-3.4066206176463685,-2.794278040112101,3
-5.740679720033096,-2.9710507636726553,3
-6.587425673799517,-9.348441171530125,2
-4.617688966994747,-3.837949106205593,2
-6.532380383117809,-1.8632877078203631,3
-3.3468223226370326,-0.6956018396216965,2
-8.724561982129895,-3.5042545096526676,1
-7.8159411783934765,-7.234060370390368,1
-5.905417148563729,-7.2821278815990595,2
-8.547564909390745,-2.614506384021821,1
-7.375661607738378,-7.926076267553656,2
-7.7154523599859415,-2.4649402326284013,1
-4.42549569278475,0.8994576607942504,0
-6.300982092360182,-6.462124037387235,2
-3.1232531823233587,7.345732247716838,1
-10.636393328730914,-2.61158847130197,1
-6.082117782355568,-3.2329654298935435,3
-1.8070281765708973,3.283566547732279,0
-8.743719212044425,-3.223130909181385,1
-4.944455662858973,-3.932289942631247,3
-1.638668615988514,3.0600673943468957,3
-8.589435115320313,-7.813633464050843,2
-6.318333318711025,-4.087659876365471,3
8.004051259003546,-15.591262873308416,2
-1.6891002529994537,3.47629592584017,0
-10.666706169796353,-2.826346054327419,1
-5.157288957924839,-1.9490148808854495,3
-11.844264398546674,-4.490822769022547,1
-6.669394883270174,-2.932458414729756,3
-5.119787440911642,-9.120649885482713,2
-1.5661745524532724,5.148546183241391,3
-7.022949876421251,-6.408527006693464,2
-6.149931704795675,-2.455181352652841,3
-2.334326423171427,6.752343558854003,0
-7.675648917045172,-8.353011250487196,2
-9.343627831284174,-4.981358172526641,2
-6.861039077240653,-9.550037670017488,2
-9.332187852363102,-3.5949949092149303,1
-0.6210707507589053,1.6446434325868222,0
-6.458679166567093,-6.007795674315581,3
-5.664391984457782,-8.200830544732623,2
-6.655077208280598,-2.319602419478837,3
-6.494470156800951,-3.3540201412850474,3
-10.931143095605997,-2.6143392178542024,1
-10.281436845828685,-3.079972347363626,1
-6.107205629299007,-8.275546551740366,2
-4.992012606503881,-3.34048898164611,3
-7.29602339095395,-2.873913973769456,3
-4.737182444803,-0.07544368373635146,3
-6.0645944973849,-3.1529658904212323,3
-5.537124241453644,-3.507566488237708,3
-7.24220962679073,-3.0299114282913213,3
-6.898589470691193,-4.145561342314908,2
-7.5832017713923605,-1.0485596831644135,3
-10.500437980866849,-4.528370445516091,1
-6.286509810748938,-8.024416152035737,2
-5.812073021633392,-2.226836576233833,3
-1.3834462235112595,5.320903285217591,0
-6.945503918337534,-6.782443707761738,3
-1.4356862367625784,4.898551845493069,0
-5.8022504949474,-3.362554287979592,3
-10.495528785198983,-3.4110133025777367,0
-9.574186027915877,-3.554216765254014,3
-0.616896517541478,5.306983836681171,0
0.2110067427953115,4.5377731045536756,0
-1.2389047315515906,2.8317497753582437,0
-9.457525888332487,-1.8349464267403186,1
-17.566341059516613,22.693240048751534,3
-9.379215941513213,-5.291193810202329,1
-6.328205640608268,-5.294515249193944,2
-10.302728344781944,-2.2735358163860218,1
-2.027004721102566,5.400059439971857,0
-8.016058368684487,-3.078682546286909,3
-7.404318445619552,-8.472820365806509,2
-3.90232300913045,-2.3439553692372384,0
-8.68331791981443,-6.590185460840629,2
3.288936512533539,-24.539874536920184,1
-8.10889205148676,-7.710199541167796,2
-5.578399637322708,-4.256706561438133,3
-0.697326667702906,4.462370626952136,0
-2.302416676792925,-1.1875424789022437,0
-6.451756854267232,-6.100433898218682,2
-8.343415100872424,-6.9839788718711056,1
-6.546908003050083,-4.966194883712481,3
-6.9108297954706055,-6.040729884333658,2
-10.16088529497381,-4.91007228995496,1
-9.87024523481084,-5.784164926838434,1
-4.159380675100484,0.9462557751425047,1
-4.6369533964789635,-1.1557308081778377,2
-5.093981088118294,-3.760403165441313,3
-1.361000912283195,4.050520485998126,0
-7.869299825643025,-6.960717237383028,1
-9.339182218090912,-3.325879727774568,3
-6.244080589839395,-8.577320084064462,2
-5.949030157866714,-2.6325588471301735,2
-7.786270344436999,-7.485939892531182,2
-6.5034537296403245,-2.8087785076268985,3
